56389.7083333	4.69e-07
56389.7104564	4.72e-07
56389.7125796	4.48e-07
56389.7147027	4.30e-07
56389.7168259	4.21e-07
56389.718949	4.12e-07
56389.7210722	4.22e-07
56389.7231953	4.42e-07
56389.7253184	4.80e-07
56389.7274416	4.71e-07
56389.7295647	4.54e-07
56389.7316879	4.32e-07
56389.7507961	4.27e-07
56389.7529193	4.37e-07
56389.7550424	4.35e-07
56389.7571656	4.51e-07
56389.7592887	4.72e-07
56389.7614119	4.80e-07
56389.763535	5.10e-07
56389.7656581	6.24e-07
56389.7677813	7.37e-07
56389.7699044	7.02e-07
56389.7720276	6.68e-07
56389.7741507	6.54e-07
56389.793259	6.95e-07
56389.7953821	6.85e-07
56389.7975053	6.78e-07
56389.7996284	6.79e-07
56389.8017516	6.83e-07
56389.8038747	6.74e-07
56389.8059978	6.82e-07
56389.808121	6.69e-07
56389.8102441	6.64e-07
56389.8123673	7.02e-07
56389.8144904	6.62e-07
56389.8166136	6.51e-07
56389.8357218	5.98e-07
56389.837845	5.58e-07
56389.8399681	5.49e-07
56389.8420913	5.31e-07
56389.8442144	5.28e-07
56389.8463375	5.26e-07
56389.8484607	5.61e-07
56389.8505838	5.77e-07
56389.852707	5.65e-07
56389.8548301	6.02e-07
56389.8569533	5.67e-07
56389.8590764	6.22e-07
56389.8781847	8.95e-07
56389.8803078	8.36e-07
56389.882431	7.66e-07
56389.8845541	8.22e-07
56389.8866772	7.64e-07
56389.8888004	7.09e-07
56389.8909235	6.68e-07
56389.8930467	6.49e-07
56389.8951698	6.30e-07
56389.897293	6.05e-07
56389.8994161	6.05e-07
56389.9015392	6.34e-07
56389.9206475	6.30e-07
56389.9227707	6.25e-07
56389.9248938	6.02e-07
56389.927017	5.76e-07
56389.9291401	6.32e-07
56389.9312632	5.97e-07
56389.9333864	5.72e-07
56389.9355095	5.65e-07
56389.9376327	5.54e-07
56389.9397558	7.11e-07
56389.9418789	7.37e-07
56389.9440021	6.80e-07
56389.9631104	6.42e-07
56389.9652335	6.06e-07
56389.9673567	5.67e-07
56389.9694798	5.42e-07
56389.9716029	5.13e-07
56389.9737261	5.05e-07
56389.9758492	4.90e-07
56389.9779724	4.93e-07
56389.9800955	4.73e-07
56389.9822187	4.74e-07
56389.9843418	4.72e-07
56389.9864649	4.88e-07
56390.0055732	4.63e-07
56390.0076964	4.50e-07
56390.0098195	4.45e-07
56390.0119426	4.63e-07
56390.0140658	4.91e-07
56390.0161889	4.81e-07
56390.0183121	4.90e-07
56390.0204352	5.13e-07
56390.0225584	5.85e-07
56390.0246815	5.89e-07
56390.0268046	5.62e-07
56390.0289278	5.10e-07
56390.0480361	4.94e-07
56390.0501592	4.69e-07
56390.0522823	4.98e-07
56390.0544055	5.32e-07
56390.0565286	5.32e-07
56390.0586518	5.46e-07
56390.0607749	5.27e-07
56390.0628981	4.94e-07
56390.0650212	2.23e-07
56390.0989915	5.30e-07
56390.1011146	5.00e-07
56390.1032378	5.02e-07
56390.1053609	5.04e-07
56390.107484	4.80e-07
56390.1096072	4.82e-07
56390.1117303	4.85e-07
56390.1138535	4.76e-07
56390.1329618	4.69e-07
56390.1350849	4.37e-07
56390.137208	4.26e-07
56390.1393312	4.23e-07
56390.1414543	4.22e-07
56390.1435775	4.22e-07
56390.1457006	4.17e-07
56390.1478237	4.29e-07
56390.1499469	4.18e-07
56390.15207	4.07e-07
56390.1541932	3.97e-07
56390.1563163	3.83e-07
56390.1754246	3.77e-07
56390.1775477	3.76e-07
56390.1796709	3.77e-07
56390.181794	3.75e-07
56390.1839172	3.67e-07
