56389.7083333	1.01e-09
56389.7104564	1.02e-09
56389.7125796	1.00e-09
56389.7147027	1.02e-09
56389.7168259	1.02e-09
56389.718949	1.00e-09
56389.7210722	1.16e-09
56389.7231953	1.01e-09
56389.7253184	1.17e-09
56389.7274416	1.08e-09
56389.7295647	1.00e-09
56389.7316879	1.00e-09
56389.7507961	1.00e-09
56389.7529193	1.03e-09
56389.7550424	1.05e-09
56389.7571656	1.14e-09
56389.7592887	1.30e-09
56389.7614119	1.53e-09
56389.763535	1.02e-09
56389.7656581	9.26e-09
56389.7677813	1.31e-08
56389.7699044	5.08e-09
56389.7720276	3.34e-09
56389.7741507	3.68e-09
56389.793259	6.26e-09
56389.7953821	2.05e-09
56389.7975053	1.61e-09
56389.7996284	4.80e-09
56389.8017516	3.77e-09
56389.8038747	2.88e-09
56389.8059978	3.90e-09
56389.808121	2.67e-09
56389.8102441	2.08e-09
56389.8123673	4.22e-09
56389.8144904	2.19e-09
56389.8166136	1.64e-09
56389.8357218	1.30e-09
56389.837845	1.11e-09
56389.8399681	1.16e-09
56389.8420913	1.02e-09
56389.8442144	1.00e-09
56389.8463375	1.00e-09
56389.8484607	1.02e-09
56389.8505838	1.16e-09
56389.852707	1.92e-09
56389.8548301	6.40e-09
56389.8569533	3.91e-09
56389.8590764	1.20e-08
56389.8781847	3.31e-08
56389.8803078	1.62e-08
56389.882431	1.02e-08
56389.8845541	1.48e-08
56389.8866772	7.40e-09
56389.8888004	3.24e-09
56389.8909235	3.36e-09
56389.8930467	3.24e-09
56389.8951698	1.53e-09
56389.897293	1.08e-09
56389.8994161	1.05e-09
56389.9015392	2.05e-09
56389.9206475	1.21e-09
56389.9227707	1.04e-09
56389.9248938	1.21e-09
56389.927017	1.13e-09
56389.9291401	3.09e-09
56389.9312632	1.78e-09
56389.9333864	1.10e-09
56389.9355095	1.00e-09
56389.9376327	1.36e-09
56389.9397558	1.28e-08
56389.9418789	9.30e-09
56389.9440021	3.29e-09
56389.9631104	1.21e-09
56389.9652335	1.17e-09
56389.9673567	1.01e-09
56389.9694798	1.00e-09
56389.9716029	1.00e-09
56389.9737261	1.00e-09
56389.9758492	1.02e-09
56389.9779724	1.00e-09
56389.9800955	1.00e-09
56389.9822187	1.07e-09
56389.9843418	1.03e-09
56389.9864649	1.20e-09
56390.0055732	1.00e-09
56390.0076964	1.00e-09
56390.0098195	1.00e-09
56390.0119426	1.00e-09
56390.0140658	1.58e-09
56390.0161889	1.00e-09
56390.0183121	1.13e-09
56390.0204352	2.41e-09
56390.0225584	4.97e-09
56390.0246815	3.27e-09
56390.0268046	3.32e-09
56390.0289278	1.61e-09
56390.0480361	1.01e-09
56390.0501592	1.01e-09
56390.0522823	1.67e-09
56390.0544055	2.61e-09
56390.0565286	1.05e-09
56390.0586518	1.06e-09
56390.0607749	1.06e-09
56390.0628981	1.04e-09
56390.0650212	1.00e-09
56390.0989915	1.00e-09
56390.1011146	1.00e-09
56390.1032378	1.00e-09
56390.1053609	1.00e-09
56390.107484	1.00e-09
56390.1096072	1.00e-09
56390.1117303	1.00e-09
56390.1138535	1.00e-09
56390.1329618	1.00e-09
56390.1350849	1.00e-09
56390.137208	1.00e-09
56390.1393312	1.00e-09
56390.1414543	1.00e-09
56390.1435775	1.00e-09
56390.1457006	1.00e-09
56390.1478237	1.00e-09
56390.1499469	1.00e-09
56390.15207	1.00e-09
56390.1541932	1.00e-09
56390.1563163	1.00e-09
56390.1754246	1.00e-09
56390.1775477	1.00e-09
56390.1796709	1.00e-09
56390.181794	1.00e-09
56390.1839172	1.00e-09
56390.1860403	1.00e-09
56390.1881634	1.00e-09
56390.1902866	1.19e-09
56390.1924097	1.09e-09
56390.1945329	1.00e-09
56390.196656	1.00e-09
56390.1987792	1.01e-09
56390.2178874	1.00e-09
56390.2200106	1.00e-09
56390.2221337	1.05e-09
56390.2242569	1.01e-09
56390.22638	1.00e-09
56390.2285032	1.00e-09
56390.2306263	1.00e-09
56390.2327494	1.00e-09
56390.2348726	1.00e-09
56390.2369957	1.00e-09
56390.2391189	1.00e-09
56390.241242	1.00e-09
56390.2603503	1.00e-09
56390.2624734	1.02e-09
56390.2645966	1.00e-09
56390.2667197	1.00e-09
56390.2688429	1.00e-09
56390.270966	1.00e-09
56390.2730891	1.00e-09
56390.2752123	1.03e-09
56390.2773354	1.01e-09
56390.2794586	1.18e-09
56390.2815817	1.01e-09
56390.2837048	1.04e-09
56390.3028131	1.01e-09
56390.3049363	1.07e-09
56390.3070594	4.39e-09
56390.3091826	2.11e-09
56390.3113057	1.12e-09
56390.3134288	1.85e-09
56390.315552	1.62e-09
56390.3176751	1.03e-09
56390.3197983	1.36e-08
56390.3219214	2.41e-09
56390.3240446	1.47e-09
56390.3261677	1.50e-09
56390.345276	1.28e-09
56390.3473991	3.71e-09
56390.3495223	1.17e-09
56390.3516454	1.08e-09
56390.3537685	1.44e-09
56390.3558917	1.03e-09
56390.3580148	1.00e-09
56390.360138	1.01e-09
56390.3622611	2.26e-09
56390.3643843	4.74e-08
56390.3665074	6.40e-08
56390.3686305	4.38e-08
56390.3877388	3.57e-08
56390.389862	4.80e-08
56390.3919851	3.78e-08
56390.3941082	1.72e-08
56390.3962314	8.33e-09
56390.3983545	3.30e-09
56390.4004777	2.81e-09
56390.4026008	2.49e-09
56390.404724	1.16e-09
56390.4068471	1.00e-09
56390.4089702	1.00e-09
56390.4110934	1.05e-09
56390.4302017	1.60e-09
56390.4323248	1.00e-09
56390.4344479	1.01e-09
56390.4365711	8.89e-09
56390.4386942	3.40e-09
56390.4408174	9.08e-09
56390.4429405	3.21e-09
56390.4450637	2.34e-09
56390.4471868	1.56e-09
56390.4493099	1.07e-09
56390.4514331	1.74e-09
56390.4535562	1.56e-08
56390.4726645	2.43e-08
56390.4747877	1.35e-08
56390.4769108	1.05e-08
56390.4790339	7.40e-09
56390.4811571	2.02e-09
56390.4832802	1.00e-09
56390.4854034	1.00e-09
56390.4875265	1.07e-09
56390.4896496	1.00e-09
56390.4917728	1.12e-09
56390.4938959	1.29e-09
56390.4960191	1.00e-09
56390.5151274	1.00e-09
56390.5172505	1.00e-09
56390.5193736	1.01e-09
56390.5214968	1.02e-09
56390.5236199	1.25e-09
56390.5257431	1.40e-09
56390.5278662	1.00e-09
56390.5299894	1.14e-09
56390.5321125	1.01e-09
56390.5342356	1.06e-09
56390.5363588	1.10e-09
56390.5384819	1.00e-09
56390.5575902	1.02e-09
56390.5597133	1.10e-09
